City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,camana,-16.62,-72.71,72.64,72,89,5.5,PE,1609366174
383,pimentel,-6.84,-79.93,77.0,65,0,16.11,PE,1609366175
384,mangai,-4.05,19.53,70.47,96,100,1.66,CD,1609366175
385,jiwani,25.05,61.74,64.13,33,20,12.59,PK,1609366175
386,morondava,-20.28,44.28,82.33,77,27,8.21,MG,1609366176
387,buckeye,33.37,-112.58,66.0,12,20,8.05,US,1609366027
388,madison,34.73,-86.57,66.2,52,40,12.75,US,1609365879
389,thaba-tseka,-29.52,28.61,59.99,73,20,2.28,LS,1609366176
390,thomaston,32.89,-84.33,59.0,72,90,5.82,US,1609366176
391,marquette,46.53,-87.63,27.0,67,98,8.99,US,1609366177
392,itabirito,-20.25,-43.8,80.6,47,0,8.05,BR,1609366177
393,dudinka,69.41,86.18,-4.0,44,0,6.71,RU,1609366177
394,el tarra,8.58,-73.09,78.26,71,94,2.77,CO,1609366178
395,ballina,-28.87,153.57,77.0,78,28,9.17,AU,1609366178
396,ginda,30.69,78.49,38.03,37,0,7.83,IN,1609366178
397,lavrentiya,65.58,-171.0,22.42,97,100,8.1,RU,1609366179
398,belyy yar,53.6,91.39,-5.8,76,100,0.83,RU,1609366179
399,sao sebastiao,-23.76,-45.41,75.24,83,7,6.55,BR,1609366179
400,half moon bay,37.46,-122.43,57.99,71,1,6.93,US,1609365988
401,beohari,24.05,81.38,51.31,70,15,2.68,IN,1609366180
402,taos,36.41,-105.57,30.2,42,1,4.14,US,1609366063
403,keetmanshoop,-26.58,18.13,77.18,26,99,13.33,NA,1609366180
404,harper,4.38,-7.72,79.65,82,16,6.8,LR,1609366180
405,weligama,5.97,80.42,75.16,88,39,7.14,LK,1609366180
406,rio verde de mato grosso,-18.92,-54.84,85.73,53,29,5.46,BR,1609366181
407,lekoni,-1.58,14.26,75.78,80,100,4.12,GA,1609366181
408,comodoro rivadavia,-45.87,-67.5,62.6,48,0,14.99,AR,1609366181
409,okitipupa,6.5,4.78,76.57,91,100,2.46,NG,1609366181
410,sao filipe,14.9,-24.5,74.97,77,32,7.72,CV,1609366182
411,guerrero negro,27.98,-114.06,66.25,30,0,24.43,MX,1609366182
412,pryazha,61.69,33.62,32.0,97,100,6.71,RU,1609366182
413,tromso,69.65,18.96,28.4,86,0,13.87,NO,1609366028
414,qasigiannguit,68.82,-51.19,30.2,54,99,13.87,GL,1609366183
415,gravelbourg,49.88,-106.55,23.0,62,17,11.41,CA,1609366183
416,marawi,8.0,124.29,73.0,94,27,5.01,PH,1609366183
417,murici,-9.31,-35.94,78.8,78,40,6.93,BR,1609366184
418,touros,-5.2,-35.46,78.8,83,20,8.05,BR,1609366184
419,natal,-5.79,-35.21,80.6,83,20,8.05,BR,1609366069
420,avera,33.19,-82.53,59.0,77,90,8.05,US,1609366185
421,sfantu gheorghe,45.87,25.78,30.99,98,0,15.99,RO,1609366185
422,shache,38.42,77.24,16.39,93,0,3.02,CN,1609366185
423,verkhnyaya sinyachikha,57.98,61.67,-14.58,88,82,1.52,RU,1609366185
424,abu kamal,34.45,40.92,49.44,48,0,2.48,SY,1609366185
425,abu zabad,12.35,29.25,69.28,27,0,10.42,SD,1609366186
426,ferme-neuve,46.7,-75.45,23.0,92,100,5.82,CA,1609366186
427,dabat,12.98,37.77,51.26,52,0,4.99,ET,1609366186
428,thetford mines,46.09,-71.3,26.01,67,100,8.05,CA,1609366186
429,bonavista,48.65,-53.11,26.6,73,41,9.17,CA,1609366187
430,port said,31.26,32.28,64.4,88,0,5.82,EG,1609366187
431,straumen,63.87,11.3,34.0,80,40,8.05,NO,1609366187
432,dovolnoye,54.5,79.67,-26.12,86,100,8.81,RU,1609366187
433,biggar,55.62,-3.52,35.01,10,38,7.81,GB,1609366188
434,murgab,37.5,61.97,21.2,100,90,0.94,TM,1609366188
435,machico,32.7,-16.77,59.0,82,75,10.29,PT,1609366188
436,faya,18.39,42.45,57.2,71,0,2.33,SA,1609366188
437,boa esperanca,-21.09,-45.57,72.07,85,99,2.68,BR,1609366188
438,barra da estiva,-13.63,-41.33,68.02,59,5,3.62,BR,1609366189
439,kumluca,36.37,30.29,57.31,59,23,4.38,TR,1609366189
440,arteaga,18.47,-102.42,70.68,50,0,8.16,MX,1609366189
441,sanchor,24.76,71.77,50.83,43,0,13.27,IN,1609366190
442,chapais,49.78,-74.85,12.2,92,90,9.17,CA,1609366190
443,mancio lima,-7.61,-72.9,89.6,62,40,6.93,BR,1609366190
444,lusaka,-15.41,28.29,67.57,83,100,3.49,ZM,1609366191
445,sistranda,63.73,8.83,33.8,74,0,10.29,NO,1609366191
446,codrington,-38.27,141.97,58.71,72,54,16.35,AU,1609366191
447,boca raton,26.36,-80.08,75.99,69,90,13.87,US,1609365909
448,gokak,16.17,74.83,67.91,82,8,9.82,IN,1609366192
449,springbok,-29.66,17.89,53.31,81,2,4.25,ZA,1609366192
450,maldonado,-34.67,-54.92,73.4,60,40,11.41,UY,1609366192
451,craig,40.52,-107.55,28.4,78,1,6.93,US,1609366192
452,grindavik,63.84,-22.43,26.6,92,0,4.7,IS,1609366193
453,camacha,33.08,-16.33,59.0,72,40,11.41,PT,1609366193
454,petauke,-14.24,31.33,68.22,90,100,3.33,ZM,1609366193
455,antofagasta,-23.65,-70.4,68.0,77,40,17.22,CL,1609365953
456,prince rupert,54.32,-130.32,41.0,93,90,6.08,CA,1609366194
457,camalu,30.85,-116.07,66.99,11,0,10.0,MX,1609366194
458,pueblo nuevo,23.38,-105.38,45.21,100,96,10.89,MX,1609366194
459,nkhotakota,-12.93,34.3,75.11,85,100,4.34,MW,1609365980
460,cayenne,4.93,-52.33,78.8,94,0,3.36,GF,1609366195
461,platanos,37.67,21.62,59.0,72,29,13.87,GR,1609366195
462,the valley,18.22,-63.06,80.6,73,40,13.87,AI,1609366195
463,morro bay,35.37,-120.85,62.01,82,71,1.99,US,1609366195
464,huarmey,-10.07,-78.15,72.73,74,42,9.15,PE,1609366196
465,henderson,36.04,-114.98,53.6,12,1,6.93,US,1609366090
466,turku,60.45,22.27,37.4,100,90,9.17,FI,1609366196
467,padang,-0.95,100.35,73.4,94,75,4.7,ID,1609366000
468,santa,17.49,120.43,74.44,67,1,18.07,PH,1609366164
469,zlitan,32.47,14.57,60.62,64,0,13.8,LY,1609366197
470,moyamba,8.17,-12.43,75.94,88,7,3.6,SL,1609366197
471,udgir,18.38,77.12,61.48,76,8,6.2,IN,1609366197
472,xuddur,4.12,43.89,75.94,73,14,15.97,SO,1609366197
473,nanakuli,21.39,-158.15,82.4,48,1,8.05,US,1609366198
474,porto walter,-8.27,-72.74,80.62,91,100,2.33,BR,1609366198
475,igarka,67.47,86.58,-14.67,75,4,5.77,RU,1609366198
476,alofi,-19.06,-169.92,80.6,88,75,8.05,NU,1609366198
477,dakar,14.69,-17.44,69.8,94,0,13.87,SN,1609366090
478,mogadouro,41.34,-6.71,36.0,90,33,4.88,PT,1609366199
479,kasongo-lunda,-6.47,16.82,70.45,89,95,1.16,CD,1609366199
480,semirom,31.42,51.57,26.35,91,9,2.84,IR,1609366199
481,serik,36.92,31.1,57.0,100,40,4.7,TR,1609366199
482,formosa,-26.18,-58.18,96.8,47,20,5.82,AR,1609366199
483,kansanshi,-12.1,26.43,62.98,99,100,5.77,ZM,1609365969
484,sao joao da barra,-21.64,-41.05,78.8,69,0,17.22,BR,1609366200
485,uromi,6.7,6.33,74.95,67,63,5.64,NG,1609366200
486,blytheville,35.93,-89.92,53.6,93,90,9.17,US,1609366200
487,manali,13.17,80.27,80.6,83,90,8.05,IN,1609366201
488,calamar,10.25,-74.91,87.8,58,40,13.87,CO,1609366201
489,mayo,38.89,-76.51,44.01,60,1,12.75,US,1609366201
490,reconquista,-29.15,-59.65,84.4,58,69,8.95,AR,1609366202
491,visby,57.64,18.3,36.0,80,63,9.17,SE,1609366203
492,pitimbu,-7.47,-34.81,80.6,74,0,11.41,BR,1609366010
493,hutchinson,38.06,-97.93,42.8,33,1,12.75,US,1609366167
494,senanga,-16.12,23.27,69.12,93,100,4.59,ZM,1609366203
495,paita,-5.09,-81.11,78.8,65,0,23.04,PE,1609366204
496,jaciara,-15.97,-54.97,81.34,70,86,4.36,BR,1609366204
497,ojinaga,29.57,-104.42,37.4,93,90,14.99,MX,1609366204
498,clonakilty,51.62,-8.87,33.8,88,40,8.05,IE,1609366204
499,simoes,-7.6,-40.82,84.96,36,84,7.47,BR,1609366205
500,selcuk,37.95,27.37,57.2,100,40,4.7,TR,1609366205
501,viedma,-40.81,-63.0,68.0,42,0,5.99,AR,1609366071
502,beloha,-25.17,45.05,78.4,51,0,10.76,MG,1609366040
503,la suiza,9.85,-83.61,82.4,73,75,5.82,CR,1609366206
504,saint-pierre,-21.34,55.48,77.0,78,20,23.04,RE,1609366207
505,notre-dame-du-lac,47.61,-68.8,21.0,67,75,3.36,CA,1609366207
506,lujan,-34.57,-59.1,75.99,31,0,8.01,AR,1609366203
